TickerID,CompanyName,Market,Categoly,Unit,isNikkei225
銘柄コード,銘柄名,市場名,業種分類,単元株数,日経225採用銘柄
2138,クルーズ(株),東証JQS,情報・通信,100,0
2139,(株)中広,東証1部,サービス業,100,0
2144,(株)やまねメディカル,東証JQG,サービス業,100,0
2146,ＵＴグループ(株),東証JQS,サービス業,100,0
2148,アイティメディア(株),マザーズ,サービス業,100,0
2150,(株)ケアネット,マザーズ,サービス業,100,0
2151,(株)タケエイ,東証1部,サービス業,100,0
2152,幼児活動研究会(株),東証JQS,サービス業,100,0
2153,Ｅ・Ｊホールディングス(株),東証2部,サービス業,100,0
2154,(株)トラスト・テック,東証1部,サービス業,100,0
2156,セーラー広告(株),東証JQS,サービス業,100,0
2157,(株)コシダカホールディングス,東証1部,サービス業,100,0
2158,(株)ＦＲＯＮＴＥＯ,マザーズ,サービス業,100,0
2159,(株)フルスピード,マザーズ,サービス業,100,0
2160,(株)ジーエヌアイグループ,マザーズ,医薬品,1000,0
2162,ｎｍｓホールディングス(株),東証JQS,サービス業,100,0
2163,(株)アルトナー,東証2部,サービス業,100,0
2164,(株)地域新聞社,東証JQG,サービス業,100,0
2168,(株)パソナグループ,東証1部,サービス業,100,0
2169,ＣＤＳ(株),東証1部,サービス業,100,0
2170,(株)リンクアンドモチベーション,東証1部,サービス業,100,0
2172,(株)インサイト,札幌ア,サービス業,100,0
2173,(株)博展,東証JQG,サービス業,100,0
2174,ＧＣＡ(株),東証1部,サービス業,100,0
2175,(株)エス・エム・エス,東証1部,サービス業,100,0
2176,(株)イナリサーチ,東証JQS,サービス業,100,0
2178,(株)トライステージ,マザーズ,サービス業,100,0
2179,(株)成学社,東証JQS,サービス業,100,0
2180,(株)サニーサイドアップ,東証JQG,サービス業,100,0
2181,パーソルホールディングス(株),東証1部,サービス業,100,0
2183,(株)リニカル,東証1部,サービス業,100,0
2185,(株)シイエム・シイ,東証JQS,サービス業,100,0
2186,ソーバル(株),東証JQS,サービス業,100,0
2191,テラ(株),東証JQS,サービス業,100,0
2193,クックパッド(株),東証1部,サービス業,100,0
2195,アミタホールディングス(株),東証JQG,サービス業,100,0
2196,(株)エスクリ,東証1部,サービス業,100,0
2198,アイ・ケイ・ケイ(株),東証1部,サービス業,100,0
2201,森永製菓(株),東証1部,食料品,100,0
2204,(株)中村屋,東証1部,食料品,100,0
2206,江崎グリコ(株),東証1部,食料品,100,0
2207,名糖産業(株),東証1部,食料品,100,0
2208,(株)ブルボン,東証2部,食料品,100,0
2209,井村屋グループ(株),東証1部,食料品,100,0
2211,(株)不二家,東証1部,食料品,100,0
2212,山崎製パン(株),東証1部,食料品,100,0
2215,第一屋製パン(株),東証1部,食料品,100,0
2216,カンロ(株),東証2部,食料品,100,0
2217,モロゾフ(株),東証1部,食料品,100,0
2218,日糧製パン(株),札証,食料品,100,0
2220,亀田製菓(株),東証1部,食料品,100,0
2221,岩塚製菓(株),東証JQS,食料品,100,0
2222,寿スピリッツ(株),東証1部,食料品,100,0
2224,(株)コモ,東証JQS,食料品,100,0
2226,(株)湖池屋,東証JQS,食料品,100,0
2228,(株)シベール,東証JQS,食料品,100,0
2229,カルビー(株),東証1部,食料品,100,0
2264,森永乳業(株),東証1部,食料品,100,0
2266,六甲バター(株),東証1部,食料品,100,0
2267,(株)ヤクルト本社,東証1部,食料品,100,0
2268,Ｂ−Ｒ　サーティワン　アイスクリーム(株),東証JQS,食料品,100,0
2269,明治ホールディングス(株),東証1部,食料品,100,1
2270,雪印メグミルク(株),東証1部,食料品,100,0
2281,プリマハム(株),東証1部,食料品,1000,0
2282,日本ハム(株),東証1部,食料品,100,1
2286,林兼産業(株),東証1部,食料品,100,0
2288,丸大食品(株),東証1部,食料品,1000,0
2291,福留ハム(株),東証2部,食料品,100,0
2292,Ｓ　ＦＯＯＤＳ(株),東証1部,食料品,100,0
2293,滝沢ハム(株),東証JQS,食料品,100,0
2294,(株)柿安本店,東証JQS,食料品,100,0
2296,伊藤ハム米久ホールディングス(株),東証1部,食料品,100,0
2300,(株)きょくとう,東証JQS,サービス業,100,0
2301,(株)学情,東証1部,サービス業,100,0
2303,(株)ドーン,東証JQS,情報・通信,100,0
2304,(株)ＣＳＳホールディングス,東証JQS,サービス業,100,0
2305,(株)スタジオアリス,東証1部,サービス業,100,0
2307,(株)クロスキャット,東証2部,情報・通信,100,0
2309,シミックホールディングス(株),東証1部,サービス業,100,0
2311,(株)エプコ,東証JQS,サービス業,100,0
2315,(株)カイカ,東証JQS,情報・通信,100,0
2317,(株)システナ,東証1部,情報・通信,100,0
2321,(株)ソフトフロントホールディングス,東証JQG,情報・通信,100,0
2323,(株)ｆｏｎｆｕｎ,東証JQS,情報・通信,100,0
2325,(株)ＮＪＳ,東証1部,サービス業,100,0
2326,デジタルアーツ(株),東証1部,情報・通信,100,0
2327,新日鉄住金ソリューションズ(株),東証1部,情報・通信,100,0
2329,(株)東北新社,東証JQS,情報・通信,100,0
2330,(株)フォーサイド,東証JQS,情報・通信,100,0
2331,ＡＬＳＯＫ,東証1部,サービス業,100,0
2332,(株)クエスト,東証JQS,情報・通信,100,0
2334,(株)イオレ,マザーズ,サービス業,100,0
2335,(株)キューブシステム,東証1部,情報・通信,100,0
2337,いちご(株),東証1部,不動産業,100,0
2338,(株)ファステップス,東証2部,情報・通信,100,0
2340,(株)極楽湯ホールディングス,東証JQS,サービス業,100,0
2341,(株)アルバイトタイムス,東証JQS,サービス業,100,0
2342,(株)トランスジェニック,マザーズ,サービス業,100,0
2344,平安レイサービス(株),東証JQS,サービス業,100,0
2345,アイスタディ(株),東証2部,情報・通信,100,0
